"finding_id","evaluator(s)","merged_from","merged_finding_ids","artefact","doc_type","engagement_type","section_ref","severity","category","title","evidence_quote_or_observation","expected","framework_refs","recommendation_text","effort","owner_hint","confidence"
"lifecycle-threatscenarios-014","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-threatscenarios-014","inputs/Engagements/0. Threat Scenarios/ThreatScenarios_Process_v1.1.docx","engagement-sop","threat-scenario","Report","medium","safety-or-opsec","Clean-up obligation is in the Report section and is conditional ('as appropriate'), not a controlled close-out gate","'Finally, any test accounts, dropped files or other modifications which were created should be disabled or removed, as appropriate, together with any associated content.'","Clean-up framed as a mandatory gate at the end of Execution (not buried in Report) with a checklist of artefact types to remove (test accounts, dropped files, persistence, registry/config changes, scheduled jobs), an owner, and a sign-off that it has been completed.","PTES:PTES Post-Exploitation — clean-up; NIST-800-115:NIST SP 800-115 §6 — Post-Test Activities","Promote clean-up to its own gated step at the end of Execution, with a checklist (accounts, files, persistence, scheduled jobs, config changes) and an explicit sign-off recorded in the engagement record.","S","Red team lead","high"
"tdora-threatscenarios-003","tiber-dora-alignment","tiber-dora-alignment","tdora-threatscenarios-003","inputs/Engagements/0. Threat Scenarios/ThreatScenarios_Process_v1.1.docx","engagement-sop","threat-scenario","Planning / Threat Actors","medium","regulatory-misalignment","Operator-driven threat-actor selection is not informed by a TTI product; acceptable here but should be stated so it cannot be cited as TIBER","'Define and document the profiles of potential threat actors that will be emulated during the red team operation … Research known threat actors relevant to your organization or industry to gain insights into their past activities and behaviours.' Threat actor selection is performed by the operators themselves; there is no reference to an independent Threat Intelligence (TI) provider, a Targeted Threat Intelligence (TTI) report, or a Generic Threat Landscape (GTL) input.","For a Threat Scenario this operator-driven approach is acceptable and this finding is not asking for a TI provider. What is missing is the explicit positioning so the doc cannot be cited as evidence of TIBER-aligned threat intelligence. TIBER-EU's Threat Intelligence phase requires an independent TI provider producing a TTI report; this doc does not.","TIBER-EU:TIBER-EU v2 (general) — Threat Intelligence phase: GTL consumption, TTI report by independent TI provider (Cited from memory.); DORA-TLPT:DORA Art.26/27 (general) and the related RTS on TLPT — independent threat intelligence provider requirement (Cited from memory; verify against live RTS on TLPT.)","Either (a) keep operator-driven threat-actor selection but note explicitly that this differs from TIBER-EU's TI phase, or (b) when a Threat Scenario is intended to feed broader TLPT preparation, document the consumption of an existing TTI/GTL produced for an Exercise so the inputs are traceable.","S","Red team lead with Threat intel","low"
"tdora-threatscenarios-006","tiber-dora-alignment","tiber-dora-alignment","tdora-threatscenarios-006","inputs/Engagements/0. Threat Scenarios/ThreatScenarios_Process_v1.1.docx","engagement-sop","threat-scenario","Whole document","medium","scope-gap","No jurisdictional / regulated-entity scope statement — Euronext spans multiple NCAs","<missing> — the document never references Euronext's regulated entities or the relevant National Competent Authorities (AFM, AMF, FSMA, CSSF, CONSOB and others) and does not state which entities the process applies to.","A line stating which Euronext entities and jurisdictions this process applies to, so that any later use of Threat-Scenario outputs as DORA / TIBER-XX evidence is traceable to the right NCA's expectations.","OTHER:TIBER-XX national implementations (AFM, AMF, FSMA, CSSF, CONSOB, etc.) (User to map this process to the relevant national TIBER-XX implementation per regulated entity.); DORA:DORA (general) — applicability to financial entities and group structures (Cited from memory; verify against live regulation text.)","Add a one-line scope-of-applicability statement: which Euronext regulated entities and jurisdictions the Threat Scenario process applies to. If multiple entities, note which NCA's TIBER-XX guidance is the reference point should the outputs be cited as resilience-testing evidence.","S","Compliance with Red team lead","low"
"lifecycle-operations-009","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-operations-009","inputs/Engagements/1. Operations/Operations_Process_v1.0.docx","engagement-sop","operation","Teams & Responsibilities / White Team","medium","ambiguity","Kill-switch authority is asserted but not procedurally defined","Link between the RT and the BT, and consists of employees who can escalate and de-escalate with both teams. Informed of all attacks by the Red Team and is mandated to start, stop and approve attacks.","A documented kill-switch / abort procedure: who can invoke, how (channel, safe-word), what RT must do on receipt (stop, snapshot, preserve), and how resumption is authorized.","TIBER-EU:TIBER-EU v2 Risk management of the test; NIST-800-115:NIST SP 800-115 §3.4 Logistics / handling unexpected events","Add a Kill-Switch / Abort procedure: communication channel (out-of-band), safe-word, expected RT actions on abort (cease, preserve evidence, notify), and resumption protocol with WT sign-off.","S","Red team lead / White team","high"
"lifecycle-operations-010","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-operations-010; lifecycle-operations-011","inputs/Engagements/1. Operations/Operations_Process_v1.0.docx","engagement-sop","operation","Red Team Test","medium","ambiguity","Scoping phase is implicit; objectives are defined 'at the end of the 1st phase' with no scoping artefact","These objectives are defined at the end of the 1st Phase as explained in the following sections, and during the RT Test on the 2nd Phase, anything is in scope to achieve these objectives.","A discrete Scoping step with a scoping document listing in-scope systems, out-of-scope systems, objectives, success criteria, and constraints, signed off before execution. 'Anything is in scope' is too broad for an Operation.","PTES:PTES Pre-engagement / Scope; TIBER-EU:TIBER-EU v2 Preparation / scoping; MITRE-ATTACK:MITRE ATT&CK tactics (Initial Access, Lateral Movement, Impact); OTHER:Unified Kill Chain (Pols, 2017)","Introduce a named Scoping step with a scoping document template (in-scope, out-of-scope, objectives, success criteria, constraints, third-party dependencies) and require WT sign-off before the RT Test begins. Replace 'anything is in scope' with explicit boundaries.","M","Red team lead","high"
"lifecycle-operations-015","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-operations-015","inputs/Engagements/1. Operations/Operations_Process_v1.0.docx","engagement-sop","operation","Terms & Definitions / Leg Up","medium","ambiguity","Leg-up authorization criteria and audit trail not defined","During the assessment, the RT may be unable to progress to the next stage (due to time constraints, business knowledge constraints or because the entity has been successful in protecting itself), RT with agreement from the WT, may be given access to its system, internal network, etc. to continue with the test and focus on the next objective/target.","Leg-up should be governed by a written request/approval, recorded in OPLOGs and the final report (so that 'success' is not later misread when a leg-up was granted), with criteria stating when a leg-up is appropriate vs when the scenario should be marked unconcluded.","TIBER-EU:TIBER-EU v2 Red Team Test / leg-ups; PTES:PTES Exploitation / pre-engagement constraints","Add a Leg-Up procedure: written request from RT to WT, criteria for approval, mandatory recording in OPLOG and final report (including which objective was reached only with a leg-up), and rules for when a scenario should instead be marked 'not concluded'.","S","Red team lead / White team","high"
"tdora-operations-003","tiber-dora-alignment","tiber-dora-alignment","tdora-operations-003","inputs/Engagements/1. Operations/Operations_Process_v1.0.docx","engagement-sop","operation","Research & Preparation","medium","regulatory-misalignment","Threat intelligence sourcing does not distinguish open-source feeds from a TIBER-EU Targeted Threat Intelligence (TTI) report","These can come from external sources, such as blog posts from research companies (ex: SpecterOps, BishopFox, Bad Sector Labs, ...) describing new EDR evasion techniques, new phishing techniques, new delivery methods or new AD vulnerabilities. These opportunities can also come from the CTI team, when new CVEs affecting company assets are published with Proof of Concept (PoC) code, or if a Threat Report (ex: Crowdstrike Threat Report 2024) gets published that contains technical details of TTPs currently deployed by relevant Threat Actors.","For internal Operations, opportunistic / open-source TI is acceptable. For TIBER-EU / DORA TLPT, an independent Threat Intelligence provider must produce a Targeted Threat Intelligence (TTI) report that drives scenarios. The SOP should distinguish the two so that an Operation is not later miscategorised as a TLPT.","TIBER-EU:TIBER-EU v2 Threat Intelligence phase / TTI report (Cited from memory.); DORA-TLPT:DORA Art.26 / RTS on TLPT - threat intelligence provider independence (Cited from memory; verify against live text.)","Add a paragraph clarifying that Operations rely on opportunistic / internal CTI inputs and that any engagement intended to satisfy TLPT must additionally procure an independent TI provider producing a TTI report. Verify the TI-provider independence clause against the live RTS on TLPT.","S","Red team lead / Threat intel","low"
"tdora-operations-005","tiber-dora-alignment","tiber-dora-alignment","tdora-operations-005","inputs/Engagements/1. Operations/Operations_Process_v1.0.docx","engagement-sop","operation","Whole document","medium","regulatory-misalignment","Critical / important functions (DORA terminology) are not used to drive scope","<missing> (the document does not reference 'critical functions', 'important business services', or any DORA scope concept; objectives are defined per-Operation without anchoring to a critical-functions register)","Operations targeting Euronext production estate should anchor scope/objectives to the institution's register of critical or important functions, so that Operation evidence can later support DORA operational-resilience-testing reporting.","DORA:DORA Art.8 (general) - identification of critical or important functions (Cited from memory; verify article number.); DORA-TLPT:DORA Art.26 - TLPT scope based on critical functions (Cited from memory.)","Add to Scoping a requirement that each Operation's objectives reference one or more critical or important functions from the institution's register, so that Operations evidence is reusable for DORA reporting. Verify the precise DORA article references against the live regulation.","S","Red team lead / Risk-Compliance","low"
"lifecycle-exercises-007","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-exercises-007","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Closure; OPLOGS","medium","completeness-gap","No lessons-learned capture mechanism into the team knowledge base","WT responsibilities mention 'Providing list of lessons learned through observation during and after action' and the Deconfliction section mentions 'after-action reviews', but there is no concrete lessons-learned artefact, owner, repository, or capture template tied to RT process improvement.","A defined lessons-learned step in Closure with a template, an owner (RT lead), and a target location (team wiki / knowledge base) so improvements feed back into future exercise planning.","PTES:PTES Post-Engagement (Lessons Learned)","Add a Closure step 'Lessons learned': structured retro covering RT, WT and (where appropriate) BT input, captured in the team knowledge base using a fixed template; include explicit follow-up actions and owners.","S","Red team lead","high"
"lifecycle-exercises-009","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-exercises-009","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Targeted Threat Intelligence","medium","ambiguity","TI provider independence not addressed; TI appears to be performed by the same team as RT","'Threat Intelligence Team (TI) - Responsible for performing Threat Actors investigation...' The TI Team is described as a sub-team but the document does not state whether TI is independent of RT, nor what happens when an external TI provider is engaged. The 'During this phase, the RT team focuses on gathering information' wording implies overlap.","Clarify whether TI is performed by an independent team / external provider; if TI and RT are the same people, document the rationale and the risk to objectivity. Required for any future TLPT framing.","PTES:PTES Intelligence Gathering; TIBER-EU:TIBER-EU v2 Threat Intelligence phase (independent TI provider) (Cited from memory; verify against live framework text.)","Add a paragraph in Targeted TI stating who can perform the TI (internal TI function, external provider) and confirming separation from the RT executors when feasible. Note that TLPT framing requires an independent TI provider.","S","Threat intel lead + Red team lead","medium"
"lifecycle-exercises-010","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-exercises-010","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Red Team Test","medium","completeness-gap","Stealth / OPSEC posture and detection-as-result not explicitly captured as a phase outcome","OPSEC is defined in Terms ('used by Red Team Operators to determine how likely their actions are to be caught') but the RT Test phase does not state that stealth is in scope, that BT detections must be logged with timestamps, or that detection events themselves are a primary result of the exercise. 'In all steps of this phase, the operators should keep in mind the scope and restrictions defined' is the closest.","RT Test should state that stealth is in scope, that any blue-team detection must be timestamped and recorded against the corresponding TTP, and that 'time to detect' / 'time to respond' is a deliverable of the exercise.","MITRE-ATTACK:ATT&CK Detection coverage (per technique); PTES:PTES Vulnerability Analysis / Exploitation (OPSEC)","Add an 'OPSEC and detection capture' note to the RT Test phase: stealth is in scope; the RT records every BT detection event (or absence thereof) per TTP; produce time-to-detect / time-to-contain metrics as a Closure deliverable.","M","Red team lead","high"
"lifecycle-exercises-012","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-exercises-012","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Diagrams (Figures 1-6)","medium","missing-evidence","Diagrams referenced but not ingested / not described in prose","The doc references Figure 1 (Red Teaming Phases), Figure 2 (Teams Involvement in each Phase), Figure 3 (Expected activities' timeline), Figure 4 (Deconfliction Process), Figure 5 (Unified Kill Chain), Figure 6 (Example OPLOG entry). None are present as captions or alt-text in content.md and no diagram.json was produced. A reviewer cannot verify swimlane / phase / timing claims.","Each figure should be described in prose (or a caption) so the document is self-contained, and the diagrams should be ingested separately with diagram.json/captions.md so they can be reviewed against the prose.","PTES:PTES Reporting (clarity / evidence)","Either re-ingest the document with diagram extraction enabled, or add prose descriptions / captions next to each figure reference (Phase ownership matrix, timeline, deconfliction flow, kill chain). Critical for the diagram-consistency evaluator to be meaningful.","S","Red team lead","high"
"lifecycle-exercises-015","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-exercises-015","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Closure","medium","missing-evidence","Reporting deliverable lacks defined finding taxonomy and severity model","'In this report, there should also be information regarding the vulnerabilities found, similar to a regular Pentesting report, with severity, description, impact and meaningful recommendations'. No defined severity model (e.g. CVSS / business-impact rubric), no finding taxonomy, no required evidence per finding (screenshots, OPLOG references).","Closure should specify: (a) the severity model used, (b) the required evidence per finding (OPLOG IDs, screenshots, artefacts), (c) link from each finding to MITRE ATT&CK technique IDs, (d) link from each finding to the scenario it supports.","MITRE-ATTACK:ATT&CK technique mapping per finding; PTES:PTES Reporting","Define the reporting taxonomy: severity rubric, mandatory evidence fields, ATT&CK technique ID per finding, and scenario-to-finding linkage. Provide a report template.","M","Red team lead","high"
"lifecycle-exercises-016","engagement-lifecycle-review; tiber-dora-alignment","engagement-lifecycle-review; tiber-dora-alignment","lifecycle-exercises-016; tdora-exercises-013","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Leg-Ups","medium","ambiguity","Leg-Up process lacks logging requirements and impact on results / detection metrics","'In such scenarios, the RT with agreement from the WT, may be given a leg-up: RT is given access to its system, internal network, etc. to continue with the test and focus on the next flag/target.' The doc does not require: (a) the leg-up to be logged with rationale, (b) it to be flagged in the report so the reader knows which findings rely on a leg-up, (c) the impact on detection-time metrics to be acknowledged.","Leg-Ups should be logged (date, what was provided, rationale, requesting RT operator, approving WT member); each finding produced after a leg-up must be tagged as 'leg-up assisted' in the report.","TIBER-EU:TIBER-EU v2 leg-up handling (Closure transparency) (Cited from memory; verify against live framework text.); PTES:PTES Reporting (transparency); TIBER-EU:TIBER-EU v2 RTT (transparency on leg-ups in closure) (Cited from memory; verify against live framework text.)","Update Leg-Ups section to require: (1) entry in an engagement leg-up log, (2) WT countersignature, (3) explicit tagging of any downstream finding as 'leg-up assisted' in the Closure report.","S","Red team lead + White team lead","high"
"tdora-exercises-010","tiber-dora-alignment","tiber-dora-alignment","tdora-exercises-010","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Data Handling","medium","regulatory-misalignment","Data-protection clauses do not anchor on GDPR / DORA / sector regulation","'During the engagement, the operator will not intentionally compromise Privacy of Information Act (PIA), medical, justice, worship or religious pursuit, or any other protected or privileged information' — references a non-EU statute and lists categories that don't map to GDPR special categories or to MiFID/MAR-relevant categories (market-sensitive, inside information).","Anchor data-handling on the EU regimes that actually apply: GDPR (with attention to special categories under Art.9), MAR (inside information), MiFID II (client data), and the DORA confidentiality requirements applicable during TLPT testing. State the legal basis under GDPR for processing personal data encountered during the test.","DORA-TLPT:DORA / RTS on TLPT (confidentiality of test artefacts) (Cited from memory; verify against live regulation and RTS text.); OTHER:GDPR Art.6 (lawful basis), Art.9 (special categories) (Cited from memory; verify against live regulation text.)","Rewrite Data Handling around: GDPR (lawful basis, special categories), MAR/MiFID inside-information and client-data confidentiality, DORA TLPT confidentiality requirements. Provide a decision tree: encountered-data type -> required action (halt, notify, delete, retain under controls).","M","Legal/DPO + Compliance + Red team lead","medium"
"tdora-exercises-011","tiber-dora-alignment","tiber-dora-alignment","tdora-exercises-011","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Targeted Threat Intelligence; Scenarios Description","medium","completeness-gap","Scenarios derived from TI but no Targeted Threat Intelligence Report deliverable named","'Scenarios Description... Each scenario should include a description, the threat actors related to the scenario...' and TI Team responsibility 'Performs Threat Intelligence Report with Threat Landscape of the Company and OSINT investigation'. There is mention of a TI report but no formal Targeted Threat Intelligence (TTI) Report artefact tied to the TIBER-EU TI phase, with named contents and approver.","Name a Targeted Threat Intelligence Report artefact with required contents (threat-actor profiles, TTPs, attack hypotheses, mapping to critical functions), an approver (CT/WT) and a version under document control.","TIBER-EU:TIBER-EU v2 Threat Intelligence phase (TTI Report) (Cited from memory; verify against live framework text.)","Define a 'Targeted Threat Intelligence Report' deliverable in the TI phase, with template (threat actors, TTPs, attack hypotheses, scenario seeds, ATT&CK mapping), a named approver, and version control.","M","Threat intel lead","medium"
"tdora-exercises-012","tiber-dora-alignment","tiber-dora-alignment","tdora-exercises-012","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Red Team Test","medium","ambiguity","Use of 'Unified Kill Chain' is fine but no mapping to TIBER-EU 'flags / legs / objectives' construct","'During the execution, the RT Engagement attacks will be modelled after he Unified Kill Chain framework that it's Attack Phases can be found summarized in Figure 5.' Unified Kill Chain is reasonable, but TIBER-EU and most TLPT testing organize the RT Test around 'flags' (intermediate objectives), 'legs' (paths), and final objectives, which is the language regulators expect to see in TLPT closure documentation.","Map the Unified Kill Chain phases to TIBER-EU 'legs / flags / objectives' so the same RT Test can be reported in either vocabulary; for TLPT framing, the closure report should use flags/objectives terminology.","TIBER-EU:TIBER-EU v2 Red Team Test phase (legs, flags, objectives) (Cited from memory; verify against live framework text.); MITRE-ATTACK:ATT&CK technique mapping per TTP","Add a paragraph in RT Test mapping Unified Kill Chain phases to TIBER-EU 'legs / flags / objectives'. Require ATT&CK technique IDs at each step. Provide a sample mapping table.","S","Red team lead","medium"
"tdora-exercises-014","engagement-lifecycle-review; tiber-dora-alignment","engagement-lifecycle-review; tiber-dora-alignment","lifecycle-exercises-018; tdora-exercises-014","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Document-wide","medium","improvement-opportunity","Document refers to 'a company' generically; jurisdictional applicability under DORA is not stated","'This document describes the Red Team Process that the Red Team should adhere to when planning and executing a Red Team Exercise against a company'. Euronext is a multi-entity, multi-jurisdiction group; DORA TLPT applicability differs by entity (e.g. Euronext NV, Euronext Amsterdam, Brussels, Paris, Lisbon, Milan, Dublin, Oslo). The doc does not clarify which entities are in scope or how the SOP varies by entity.","Add an applicability matrix: which Euronext entities the SOP covers, which are likely DORA TLPT subjects (and under which lead overseer), and how the SOP differs (e.g. TLPT addendum) for each.","OTHER:ISO/IEC 27001:2022 A.5.1 (Policies for information security) (Cited from memory; document-control good practice.); DORA:DORA scope (financial entities, significant financial entities) (Cited from memory; verify against live regulation text.); OTHER:TIBER-XX national implementations (AFM, AMF, FSMA, CSSF, CONSOB, CMVM)","Add an entity / jurisdiction applicability section: list in-scope Euronext entities, identify likely lead overseers, and link to per-entity TLPT addenda or NCA-specific guidance.","M","Compliance + Red team lead","low"
"lifecycle-bhe-009","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-bhe-009","inputs/Methodology/BloodhoundEnterprise_Process_v0.1.docx","methodology","cross-cutting","System Requirements / Service Account Requirements","medium","safety-or-opsec","Service-account privilege model is described but not safety-bounded (e.g. optional Local Admin everywhere)","'[OPTIONAL] Local Administrator on all domain-joined systems' and 'LDAP will attempt LDAP over SSL first, then fall back to LDAP if SSL is unavailable.'","Explicit guidance that the optional Local Admin grant is generally NOT taken at Euronext (or, if taken, with a documented justification), plus a stance on the LDAP-cleartext fallback (block fallback or accept residual risk and log).","NIST-800-115:§4 — handling of privileged test accounts; MITRE-ATTACK:T1003/T1078 — risks of broad-privilege service accounts","State Euronext's stance on the optional Local-Admin-everywhere grant (default: NO) and on LDAP cleartext fallback (default: blocked); record exceptions with a named approver and review date.","S","Red team lead + AD/IAM team","medium"
"lifecycle-bhe-010","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-bhe-010","inputs/Methodology/BloodhoundEnterprise_Process_v0.1.docx","methodology","cross-cutting","Best Practices","medium","safety-or-opsec","Cleanup / rollback responsibility is described informally and lacks a verification gate","'After exploitation is completed and the vulnerability is fixed, the changes done during exploitation should be cleaned-up. ... To simplify this process, the team member performing the exploitation should keep detailed logs of their activity and use the OPLOGS recommended in the Red Team Exercises process.'","A second-pair-of-eyes verification step: after self-cleanup, a peer reviews the OPLOG and confirms each modification was reverted, signed off in the engagement record.","PTES:Post-Exploitation — Cleanup; NIST-800-115:§5.6 — Post-test cleanup","Require peer-reviewed cleanup verification: a second team member checks the OPLOG against environment state and signs off; record the sign-off in the engagement file.","S","Red team lead","high"
"lifecycle-bhe-011","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-bhe-011; lifecycle-bhe-017","inputs/Methodology/BloodhoundEnterprise_Process_v0.1.docx","methodology","cross-cutting","Best Practices","medium","ambiguity","User-account-impact rule is sound but lacks a defined approver and audit trail","'no action should be taken on a User account without the user’s acknowledgement and written permission.'","Define what 'written permission' means (signed form, ticket, email-with-approver), where it is filed, and who else (manager, IAM) must counter-sign for service-account or privileged-account actions.","PTES:Pre-engagement / Authorization — written authorization; NIST-800-115:§3.4 — Rules of Engagement; PTES:Vulnerability Analysis / Exploitation — operational security","Specify the format and storage of the user written permission (e.g. ticket with manager approval), require IAM counter-signature for service or privileged accounts, and reference the engagement file where the artefact is stored.","S","Red team lead + Legal/Risk","high"
"lifecycle-bhe-012","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-bhe-012; lifecycle-bhe-013","inputs/Methodology/BloodhoundEnterprise_Process_v0.1.docx","methodology","cross-cutting","Whole document","medium","scope-gap","Doc covers on-prem AD but only nods at Entra ID; cloud-identity attack paths under-treated","'BloodHound uses graph theory to reveal the hidden and often unintended relationships within Active Directory and Entra ID.' Beyond the introduction, all collection, Tier-0 and analysis examples are AD-only; Entra ID specifics (collection prerequisites, cloud Tier-0, hybrid attack paths) are absent.","An Entra ID section: collection prerequisites and permissions, cloud Tier-0 examples (Global Admin / Application Admin / PIM-eligible roles), hybrid attack paths (AAD Connect, federation), and a stance on whether cloud collection is enabled at Euronext.","MITRE-ATTACK:Enterprise — Cloud / Identity techniques (T1078.004, T1556.007, T1098.005); OSSTMM:Channels — Human/Physical (out of scope here)","Add an 'Entra ID' subsection covering collection setup, cloud Tier-0 baseline, hybrid attack paths, and a current-state note on whether cloud collection is enabled at Euronext.","M","Red team lead + Cloud security","high"
"tdora-bhe-003","tiber-dora-alignment","tiber-dora-alignment","tdora-bhe-003","inputs/Methodology/BloodhoundEnterprise_Process_v0.1.docx","methodology","cross-cutting","Data Collection / Access Management","medium","regulatory-misalignment","Sensitive AD/Entra graph data is uploaded to a SaaS tenant without DORA-aligned ICT third-party / data-handling controls in the document","'This information is then uploaded to Euronext tenant to be analysed.' / 'SAML is not yet implemented, and only application accounts are used.' The doc does not address ICT third-party risk management of the BHE SaaS provider, data residency, contractual exit, or sub-outsourcing — the BHE tenant holds the full attack-path graph of the directory.","Even though this is a tooling doc, it should reference the corporate ICT third-party register entry for the BHE SaaS, data-residency, exit clause and sub-outsourcing — DORA explicitly governs ICT third-party providers supporting critical or important functions (and red team support to a TLPT may qualify).","DORA:Art. 28–30 (general) — ICT third-party risk management and contractual provisions (Verify exact article numbering against the live Regulation (EU) 2022/2554 text.); DORA-TLPT:RTS on TLPT (general) — handling of test data / evidence","Reference the ICT third-party register entry for the BHE SaaS in this document (or in a linked Tooling Inventory), and ensure data-residency, exit-clause and sub-outsourcing items are tracked there. Verify the precise DORA articles cited against the live text.","M","Red team lead + Procurement + Legal/Compliance","low"
"lifecycle-rtmeth-001","engagement-lifecycle-review; tiber-dora-alignment","engagement-lifecycle-review; tiber-dora-alignment","lifecycle-rtmeth-001; tdora-rtmeth-013","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","Introduction","medium","ambiguity","Three engagement types named but Purple Team is presented inconsistently as a fourth type","'For the Red Team, there are three types of engagements: - Red Team Threat Scenarios - Red Team Operations - Red Team Exercises - Purple Team'. The list is introduced as 'three types' but enumerates four bullets.","The methodology should clearly state that there are three engagement types (Threat Scenario, Operation, Exercise) and frame Purple Teaming as the mandatory close-out activity that follows each, not as a fourth type.","PTES:PTES Pre-engagement Interactions (Engagement taxonomy must be unambiguous so scoping conversations are reliable.); DORA-TLPT:DORA Art.26 (general) — TLPT is for advanced testing of ICT processes (Memory cite — verify.); TIBER-EU:TIBER-EU v2 (general)","Rewrite the introduction to list the three engagement types and describe Purple Teaming separately as a mandatory close-out across all three. Align with the team's published engagement taxonomy.","S","Red team lead","high"
"lifecycle-rtmeth-010","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-rtmeth-010","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","exercise","Introduction (Red Team Exercises paragraph)","medium","ambiguity","Exercise type described as 'TIBER-Like' without committing to TIBER-EU phase model or actor model","'Red Team Exercises, are full Red Team engagements, well-planned and TIBER-Like. They are design to mimic a specific Threat Actor TTPs…'","The methodology should either (a) commit to running Exercises as TIBER-EU and then map to its phases (Preparation, TI, RTT, Closure) and actors (TCT, CT, WT, TI provider, RT provider), or (b) make explicit that 'TIBER-Like' is inspiration only, not regulatory alignment.","TIBER-EU:TIBER-EU v2 (general) — phase model and actor model; DORA-TLPT:DORA Art.26 (general) — TLPT scope","Replace 'TIBER-Like' with one of two precise statements: (i) Exercises are run as TIBER-EU / DORA TLPT engagements and follow Preparation → TI → RTT → Closure with TCT/CT/WT/TI/RT actors; or (ii) Exercises are inspired by TIBER-EU but are not TLPT and do not satisfy DORA Art.26 — adjust the rest of the doc accordingly.","S","Red team lead","high"
"lifecycle-rtmeth-011","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-rtmeth-011","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","Forbidden Attacks","medium","safety-or-opsec","Safety / blast-radius controls limited to 'Forbidden Attacks' list; no testing-in-prod safeguards or rollback model","'Generally speaking, any attacks that can cause a Denial of Service of any kind are strictly forbidden… To avoid unintended Denial of Service attacks the operators should test their exploits in a controlled lab environment before using them in live systems.'","Beyond a forbidden-attacks list, the methodology should describe blast-radius controls (lab→staging→prod gating, change windows, rollback steps for persistence implants/registry keys, communication protocol with WT/CT before high-impact actions).","TIBER-EU:TIBER-EU v2 (general) — RTT risk management; NIST-800-115:NIST SP 800-115 §3 Planning — risk to test environment","Expand the Forbidden Attacks section into a 'Safety & blast-radius controls' section: lab-first testing requirement (already present), explicit rollback/cleanup expectations for persistence and registry artefacts, change-window communication with WT, and pre-action notification triggers for high-impact actions.","M","Red team lead","high"
"lifecycle-rtmeth-012","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-rtmeth-012","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","OPSEC / Data Handling","medium","ambiguity","Data Handling references PIA (US act) and 'WT Point of Contact' but never defines WT or applies GDPR / EU data protection","'…will not intentionally compromise Privacy of Information Act (PIA), medical, justice, worship or religious pursuit, or any other protected or privileged information…' and 'WT Point of Contact should be promptly contacted to confirm the type of data of the files'.","Data Handling rules for an EU regulated institution must reference GDPR (and DORA data-handling expectations) as the applicable legal basis, not US 'PIA'. The White Team / Control Team should be defined elsewhere in the methodology, not introduced only as 'WT Point of Contact'.","TIBER-EU:TIBER-EU v2 (general) — Control Team / White Team; DORA:DORA — data protection during testing (general) (Memory cite — verify.)","Replace 'PIA' with the relevant EU legal basis (GDPR Art.6/9, applicable national law) and add explicit personal-data and confidential-data categories. Define the White Team / Control Team in a dedicated section so the 'WT Point of Contact' reference is anchored.","S","Red team lead / Legal & Privacy","low"
