finding_id,evaluator(s),merged_from_ids,artefact,engagement_type,doc_type,section_ref,severity,category,title,evidence_observation,evidence_expected,framework_refs,recommendation,effort,owner_hint,confidence,theme
lifecycle-bh-005,engagement-lifecycle-review,,inputs/Methodology/docs/BloodHoundEnterprise_Process_v0.5.docx,cross-cutting,methodology,Best Practices / OPLOGS reference,low,internal-inconsistency,References 'OPLOGS recommended in the Red Team Exercises process' without version pin,'... the team member performing the exploitation should keep detailed logs of their activity and use the OPLOGS recommended in the Red Team Exercises process.',Pin the version (currently Exercises_Process v1.6) for traceability.,OTHER:Internal corpus consistency,Pin the version.,S,Red team lead,high,naming-acronym-drift
lifecycle-rtmeth-006,engagement-lifecycle-review,,inputs/Methodology/docs/RedTeam_Methodology_v0.8.docx,cross-cutting,methodology,Process Documents,low,internal-inconsistency,Process Documents list contains 'Research_Methodology_0.6.docx' missing leading 'v' (and minor),'Research_Methodology_0.6.docx' — naming pattern elsewhere is '<Name>_v<version>.docx'.,Use 'Research_Methodology_v0.6.docx'.,OTHER:Internal naming convention,Fix the version prefix.,S,Red team lead,high,general-process-quality
lifecycle-rtmeth-007,engagement-lifecycle-review,,inputs/Methodology/docs/RedTeam_Methodology_v0.8.docx,cross-cutting,methodology,Introduction (Stealth matrix),low,completeness-gap,Stealth / blue-team co-op matrix axes mentioned but matrix figure not rendered in markdown,"'These different concepts can be visualized on the following matrix, with each engagement type plotted in accordance with its stealth and ATP emulation level required. Adversary EmulationAdversary Emulation Stealth StealthBlue Team co-opBlue Team co-op Custom Tools/ExploitsCustom Tools/Exploits'",Either render the matrix as a table (so it survives PDF/markdown conversion) or replace with a sentence-level summary.,OTHER:Editorial,Replace the matrix figure with a 2x2 or 3x3 table in markdown so the relationship is plain even without the original visual.,S,Red team lead,medium,naming-acronym-drift
lifecycle-rtmeth-008,engagement-lifecycle-review,,inputs/Methodology/docs/RedTeam_Methodology_v0.8.docx,cross-cutting,methodology,OPSEC / Forbidden Attacks,low,completeness-gap,Forbidden-attacks list useful but does not name an owner / waiver procedure,"'any attacks that can cause a Denial of Service of any kind are strictly forbidden' — no owner, no exception/waiver procedure.","Forbidden-list entries are stronger if they specify (a) the owner who can grant an exception, (b) the documented waiver path, (c) the audit trail for waivers.",PTES:PTES Pre-engagement — Rules of Engagement,"Add an owner and waiver path for the Forbidden Attacks list (e.g. RT Lead with WT sign-off, recorded in the RoE).",S,Red team lead / Legal-Risk,medium,authorization-roe-killswitch
lifecycle-rtdeckv04-002,engagement-lifecycle-review,,inputs/Methodology/docs/RedTeaming_v0.4.pptx,cross-cutting,methodology,Slide 6 (Requirements),low,completeness-gap,RoE bullet on slide 6 lists prohibited actions but is not anchored to a written RoE template,"'Rules of engagement / Prohibited actions (DoS, Phishing, Ransomware simulation...) / Engagement objectives (Flags)'.",Stakeholder deck should defer to the methodology RoE section (currently missing — see RedTeam_Methodology finding lifecycle-rtmeth-003).,PTES:PTES Pre-engagement — Rules of Engagement,"Once the methodology RoE section exists, link to it from this slide.",S,Red team lead,high,authorization-roe-killswitch
lifecycle-rtdeckv04-003,engagement-lifecycle-review,,inputs/Methodology/docs/RedTeaming_v0.4.pptx,cross-cutting,methodology,Slide 11 (Teams Composition & Duties),low,internal-inconsistency,"Named individuals (Renato Cruz, José Barbosa) pinned in stakeholder deck — staffing churn risk",'Red Team (RT): Renato Cruz and José Barbosa' on slide 11.,"Decks shown externally / to stakeholders should reference roles, not individuals, or be revised on any team change. Consider 'Red Team: see internal page' instead.",OTHER:Internal corpus consistency,Generalise to roles or replace with a link to a maintained team page.,S,Red team lead,high,stakeholder-deck-twins
lifecycle-rtdeckv04-004,engagement-lifecycle-review,,inputs/Methodology/docs/RedTeaming_v0.4.pptx,cross-cutting,methodology,Slide 20-22 (C2 / Cobalt Strike),low,completeness-gap,Deck names Cobalt Strike but no OPSEC or rotation considerations are presented to stakeholders,Slides 20-22 describe Cobalt Strike capabilities without acknowledging the operational-security obligations from RedTeam_Methodology v0.8 §OPSEC / IoCs.,A one-slide stakeholder-friendly summary of OPSEC and IoC rotation.,OTHER:RedTeam_Methodology v0.8 §OPSEC / IoCs,Add a slide summarising the team's OPSEC posture and IoC-rotation discipline for stakeholders.,S,Red team lead,medium,general-process-quality
tdora-rtdeckv04-002,tiber-dora-alignment,,inputs/Methodology/docs/RedTeaming_v0.4.pptx,cross-cutting,methodology,Slide 11 (Teams Composition & Duties),low,ambiguity,Teams slide describes WT/RT/BT — does not differentiate WT (internal) from CT (TLPT),'White Team (WT): Company Stakeholders / Red Team (RT): Renato Cruz and José Barbosa / Blue Team (BT): TBD'.,"For TLPT-mode engagements, the Control Team is a small named subset distinct from the White Team. The stakeholder deck would benefit from explaining the WT vs CT distinction in TLPT mode.",TIBER-EU:TIBER-EU v2 — Control Team vs White Team,"When the deck is refreshed, add WT vs CT framing.",S,Red team lead,low,tiber-dora-regulatory-mapping
lifecycle-research-004,engagement-lifecycle-review,,inputs/Methodology/docs/Research_Methodology_v0.6.docx,cross-cutting,methodology,Research Intake,low,ambiguity,AI Enrichment layer outputs are trusted without describing model risk / hallucination controls,'All research inputs pass through a the AI Enrichment layer that generates: Research summary / MITRE TTPs mapping / Research categories / Priority (environment-aware) / Affected technologies.',"Brief note on model risk controls: human-validation (which is mentioned) is one, but also citations of source URLs, freshness/age of model, and what to do on suspected hallucination.",DORA:DORA Art.6 (general) — ICT risk management for AI-assisted tooling,"Add a short subsection on AI model-risk controls (citation requirement, hallucination signalling).",S,Red team lead / Legal-Risk,low,naming-acronym-drift
lifecycle-research-005,engagement-lifecycle-review,,inputs/Methodology/docs/Research_Methodology_v0.6.docx,cross-cutting,methodology,Scope & Applicability / Out of Scope,low,scope-gap,Out-of-scope list excludes 'Purely defensive guidance without offensive relevance' — could exclude legitimate hunt-hypothesis sources,Out of scope: 'Purely defensive guidance without offensive relevance'.,Defensive write-ups frequently signal what an attacker would target next (and are valuable for the team's threat-hunt support role per adjacent responsibilities). Consider scoping in defensive signals when they imply offensive opportunities.,PTES:PTES Intelligence Gathering,Reword to 'Purely defensive guidance with no offensive-relevant signal'; keep the human reviewer judging the signal.,S,Red team lead,medium,general-process-quality
coherence-apts-apts-private-007,corpus-coherence,,workdir/apts-apts-private-pptx,cross-cutting,research-process,Slide 8,low,naming-convention,Naming drift: 'Cyberark' (vendor spells it 'CyberArk') in APTs deck Slide 8 and in BloodHound v0.5 Data Analysis,"apts-apts-private Slide 8 line 86 -> 'Cyberark will not solve, and we need to have temporary access to all servers using Sailpoint temporary access' || methodology-bloodhoundenterprise v0.5 Data Analysis line 104 -> 'the group Exchange Windows Pemissions can add members to the Cyberark.Corp.Safeadmins group' || same doc line 106 (other passages) -> uses 'CyberArk' correctly. Curated vocab lists 'Cyberark' under variants_to_reconcile for canonical 'CyberArk'.",Rewrite the prose occurrences to 'CyberArk'. The literal 'Cyberark.Corp.Safeadmins' is a real Active Directory group name and is exempt from the rewrite (preserve as-is). Apply also to the prose 'Cyberark' on line 104 of BH v0.5 and Slide 8 of the APTs deck.,OTHER:internal corpus consistency,"Two targeted edits: APTs deck Slide 8 prose, and BloodHound v0.5 line 104 prose (keep the literal AD-group identifier unchanged).",S,Red team lead,high,naming-acronym-drift
coherence-engagements-1-operations-006,corpus-coherence,,workdir/engagements-1-operations-docs-operations-process-v1-5-docx,cross-cutting,engagement-sop,Process Documents,low,completeness-gap,Engagement-SOP Process Documents sections only pin Purple Teaming; do not cross-reference the methodology or sibling SOPs,engagements-1-operations v1.5 Process Documents -> only lists 'Purple_Teaming_Process_v0.1.docx' || engagements-2-exercises v1.6 Process Documents -> same || engagements-0-threat-scenarios v1.6 Process Documents -> same || engagements-4-physical-social v1.3 Process Documents -> same || methodology-docs-redteam-methodology v0.8 Process Documents -> lists all 8 docs with pinned versions || engagements-3-purple-teaming v0.1 Process Documents -> lists 5 docs with pinned versions. Asymmetry: the methodology and the Purple Teaming SOP each maintain a full index; the four engagement SOPs each maintain a one-item index pointing only at Purple Teaming.,"Either (a) extend each engagement SOP's Process Documents section to mirror the methodology's full index with pinned versions (preferred — gives the SOP reader a complete map without having to consult the methodology), or (b) collapse to a single line 'See Process Documents in RedTeam_Methodology_v0.8.docx' so the index is maintained in exactly one place.",OTHER:internal corpus consistency,"Pick option (a) or (b) and apply consistently across the four engagement SOPs (Operations, Exercises, Threat Scenarios, PhysicalSocial).",S,Red team lead,high,purple-team-closeout-residuals
coherence-engagements-3-purple-teaming-005,corpus-coherence,,workdir/engagements-3-purple-teaming-docs-purple-teaming-process-v0-1-docx,cross-cutting,engagement-sop,Process Documents,low,naming-convention,Cross-reference naming drift: 'ThreatScenarios_Process_1.6.docx' missing the 'v' prefix in Purple Teaming v0.1 Process Documents list,"engagements-3-purple-teaming v0.1 Process Documents line 110 -> 'ThreatScenarios_Process_1.6.docx' || sibling entries on lines 111-114 use the 'v' prefix correctly: 'Operations_Process_v1.5.docx', 'Exercises_Process_v1.6.docx', 'PhysicalSocial_Process_v1.3.docx', 'RedTeam_Methodology_v0.8.docx'. The actual on-disk filename is 'ThreatScenarios_Process_v1.6.docx'.",Insert the 'v' prefix: 'ThreatScenarios_Process_v1.6.docx'. Single character edit.,OTHER:internal corpus consistency,Single character edit on next revision.,S,Red team lead,high,purple-team-closeout-residuals
coherence-methodology-redteam-methodology-001,corpus-coherence,coherence-methodology-redteam-methodology-001; coherence-methodology-redteam-methodology-008,workdir/methodology-docs-redteam-methodology-v0-8-docx,cross-cutting,methodology,Introduction,low,ambiguity,TIBER-EU and TLPT used without first-reference expansion across methodology + Exercises SOP,"methodology-redteam-methodology v0.8 Introduction line 18 -> 'aligned with TIBER-EU' (no expansion) || engagements-2-exercises v1.6 Purple Team Close-Out line 266 -> 'Exercises run as TLPT under DORA (Regulation (EU) 2022/2554, Articles 26-27) or under TIBER-EU' (TLPT and TIBER-EU never expanded). Curated vocab now records the expansions but no doc inline-expands them on first reference. Note: the older 'TIBER-Like' phrasing flagged in prior run finding -012 has been removed (closed).","First-reference expansion for TLPT ('Threat-Led Penetration Testing') and TIBER-EU ('Threat Intelligence-based Ethical Red Teaming') in the methodology Introduction, ideally inside a short Regulatory mapping subsection that names DORA Articles 26-27 and the TLPT RTS.",TIBER-EU:TIBER-EU framework v2 (ECB) — terminology should be defined on first reference in any artefact a regulator may read; DORA-TLPT:Regulation (EU) 2022/2554 Articles 26-27 and the related RTS on TLPT; OTHER:internal corpus consistency; EURONEXT-INTERNAL:Red team engagement taxonomy (project memory: three engagement types + PhysSoc modality + mandatory purple-team close-out),"Resolves with Tier 2 Regulatory mapping work. Until then, expand TIBER-EU and TLPT on first use in the methodology and re-use the same expansion in any SOP that anchors to them (currently Exercises v1.6).",M,Red team lead,high,tiber-dora-regulatory-mapping
coherence-methodology-redteaming-v1-0-pptx-004,corpus-coherence,,workdir/methodology-redteaming-v1-0-pptx,cross-cutting,methodology,overall,low,completeness-gap,Stakeholder decks (RedTeaming v0.4 + v1.0) still out of sync with methodology v0.8,"methodology-redteaming v1.0 pptx and methodology-docs-redteaming v0.4 pptx (the two stakeholder-facing decks) have not been refreshed. They predate the v0.8 methodology and so omit: (a) the codename + fictional-character team-theme convention now codified in RedTeam_Methodology_v0.8 Codename and in all 3 cyber engagement SOPs; (b) the mandatory Purple-team close-out now in RedTeam_Methodology_v0.8 line 20, all 4 engagement SOPs, and Purple_Teaming_Process_v0.1.docx; (c) the OFI glossary entry now in RedTeam_Methodology_v0.8 Glossary; (d) the Physical & Social engagement modality now in RedTeam_Methodology_v0.8 line 13 and 22; (e) the index of process documents now in RedTeam_Methodology_v0.8 Process Documents section.","Coordinate a deck refresh next time either deck is shown externally. v1.0 deck should add slides for Codename theme, Purple-team mandatory close-out, OFI capture, the five-engagement-type matrix, and the regulatory anchor (TIBER-EU / DORA TLPT).",OTHER:internal corpus consistency,Carry-over from prior run finding -010. Stakeholder-facing refresh; defer until the deck is next required.,M,Red team lead,high,stakeholder-deck-twins
lifecycle-aptsdossier-001,engagement-lifecycle-review,,inputs/APTs/APTs_private.pptx,cross-cutting,research-process,overall,informational,improvement-opportunity,"APT dossier is a threat-intel artefact, not a process doc — scope-limited for lifecycle review","Deck contains APT actor cards (APT28, APT38, FIN7, APT29, APT10, ALPHV, APT43), ATT&CK technique coverage matrices, and three operation post-mortems (Phantom Signature, Crimson Breach, Fight Club).",Lifecycle-review applies to engagement SOPs and methodology docs; an APT dossier is best evaluated by a research-process / attack-coverage evaluator. Lifecycle findings here are limited to where the dossier touches process.,MITRE-ATTACK:ATT&CK Groups / Threat Actor profiles; PTES:PTES Intelligence Gathering,Treat this artefact as a threat-actor input to the Targeted Threat Intelligence phase of Exercises; defer detailed evaluation to a research-process or attack-coverage evaluator.,S,Threat intel,high,general-process-quality
tdora-aptsdossier-002,tiber-dora-alignment,,inputs/APTs/APTs_private.pptx,cross-cutting,research-process,Slide 4 (Actor table),informational,improvement-opportunity,APT dossier is a strong input for TIBER-EU Targeted Threat Intelligence but is not linked to any TTI deliverable,"Slide 4 holds an actor table (APT28/APT38/FIN7/APT29/APT10/ALPHV/APT43) with motivations and intended effects, and slides 6-7 hold ATT&CK coverage matrices — exactly the inputs a TIBER-EU v2 Targeted Threat Intelligence (TTI) report needs.","For a TLPT scenario, the TTI report should be authored by an independent threat-intel provider (DORA Art.27 + RTS on TLPT) and explicitly link these actor profiles and TTPs to the chosen test scenarios.",TIBER-EU:TIBER-EU v2 — Threat Intelligence phase (Targeted Threat Intelligence report); DORA-TLPT:DORA Art.27 (tester / TI-provider requirements) + RTS on TLPT — TI provider independence,"If/when Euronext positions an Exercise as a TLPT, ensure the TTI report references this dossier (or its successor) explicitly and that the TI provider is independent of the Red Team — verify against the live RTS on TLPT.",M,Threat intel / Legal-Risk,low,tiber-dora-regulatory-mapping
lifecycle-threatscenarios-001,engagement-lifecycle-review,,inputs/Engagements/0. Threat Scenarios/docs/ThreatScenarios_Process_v1.6.docx,threat-scenario,engagement-sop,Closure / Purple Team Close-Out,informational,improvement-opportunity,Mandatory Purple Team close-out now present and aligned with Purple_Teaming_Process_v0.1,"'Every Threat Scenario concludes with a mandatory purple-teaming close-out workshop with the Blue Team. The workshop walks through the scenario phase-by-phase, correlates Red Team actions against Blue Team detections and produces a detection-vs-action map, a hunt-hypothesis list for the SOC, OFIs for both teams, and a prioritised remediation backlog with named owners.'",Tier 1.1 (Purple Teaming) is implemented. Previously-raised lifecycle finding on missing purple-team close-out can be closed for this artefact.,PTES:PTES Reporting / Threat Modeling; OTHER:RedTeam_Methodology v0.8 — mandatory purple-team close-out,Keep close-out section pinned to Purple_Teaming_Process_v0.1 (or current) at every revision.,S,Red team lead,high,purple-team-closeout-residuals
tdora-threatscenarios-001,tiber-dora-alignment,,inputs/Engagements/0. Threat Scenarios/docs/ThreatScenarios_Process_v1.6.docx,threat-scenario,engagement-sop,Introduction,informational,improvement-opportunity,Threat Scenarios are correctly NOT presented as TLPT — internal use only,"Doc never uses 'TIBER', 'TLPT', 'DORA', 'attestation', 'control team', 'mutual recognition' or 'competent authority'; it is consistently scoped as an internal walkthrough.",Threat Scenarios are demonstrative and blue-team-collaborative — not TLPT-eligible per TIBER-EU v2 and DORA Art.26-27. This positioning is correct.,"TIBER-EU:TIBER-EU v2 — Red Team Test (stealth/intel-led) versus internal exercise; DORA-TLPT:DORA Art.26 (general) — TLPT requires stealth, TI provider, control team",No change. Optional: add a sentence in Introduction stating 'Threat Scenarios do not satisfy DORA TLPT requirements and must not be cited as TLPT evidence.' to prevent audit-conversation drift.,S,Red team lead / Legal-Risk,medium,tiber-dora-regulatory-mapping
tdora-threatscenarios-002,tiber-dora-alignment,,inputs/Engagements/0. Threat Scenarios/docs/ThreatScenarios_Process_v1.6.docx,threat-scenario,engagement-sop,Closure,informational,improvement-opportunity,Closure could explicitly note that Threat Scenarios are usable as DORA operational-resilience-testing evidence (not TLPT),"Closure documents OFIs, vulnerabilities and Purple Team close-out — useful artefacts for DORA Chapter IV operational resilience testing, but not flagged as such.",A single sentence noting that the Closure report is suitable evidence for DORA operational resilience testing (Chapter IV — basic testing) but is NOT TLPT (Art.26-27) gives auditors clear framing.,DORA:DORA Chapter IV — Digital operational resilience testing (general); DORA-TLPT:DORA Art.26 (general) — to distinguish basic testing from TLPT,"Add a sentence to Closure positioning the Threat Scenario report as DORA basic-testing evidence, not TLPT. Verify wording against the live DORA text.",S,Legal-Risk,low,tiber-dora-regulatory-mapping
lifecycle-operations-001,engagement-lifecycle-review,,inputs/Engagements/1. Operations/docs/Operations_Process_v1.5.docx,operation,engagement-sop,Closure / Purple Team Close-Out,informational,improvement-opportunity,Mandatory Purple Team close-out implemented and well-tailored to assumed-breach context,'Every Operation concludes with a mandatory purple-teaming close-out workshop with the Blue Team. The workshop is the Blue Team's first detailed exposure to the engagement (Operations are assumed-breach and the Blue Team is typically unaware during execution).',Previously-raised lifecycle finding on missing Purple Team close-out (Tier 1.1) is addressed for this artefact.,PTES:PTES Reporting; OTHER:RedTeam_Methodology v0.8 — mandatory Purple Team close-out,Keep close-out section pinned to Purple_Teaming_Process_v0.1 (or current) at every revision.,S,Red team lead,high,purple-team-closeout-residuals
tdora-operations-001,tiber-dora-alignment,,inputs/Engagements/1. Operations/docs/Operations_Process_v1.5.docx,operation,engagement-sop,Introduction / overall,informational,improvement-opportunity,"Operations correctly positioned as internal, not TLPT","Doc never references TIBER-EU, TLPT, DORA, control team, attestation or competent authority. Operations are described as opportunistic, internal, assumed-breach.",Consistent with TIBER-EU v2 and DORA Art.26 — Operations are not TLPT-eligible per schemas/engagement-types.md.,TIBER-EU:TIBER-EU v2 — Red Team Test versus internal exercise; DORA-TLPT:DORA Art.26 (general) — TLPT scope and prerequisites,Optional: add a single sentence in Introduction stating 'Operations are internal exercises and must not be presented as TLPT (DORA Art.26-27) evidence.' to harden audit framing.,S,Red team lead / Legal-Risk,medium,tiber-dora-regulatory-mapping
lifecycle-exercises-001,engagement-lifecycle-review+tiber-dora-alignment,lifecycle-exercises-001; tdora-exercises-001,inputs/Engagements/2. Exercises/docs/Exercises_Process_v1.6.docx,exercise,engagement-sop,Closure / Purple Team Close-Out,informational,improvement-opportunity,Mandatory Purple Team close-out present and now explicitly mapped to TLPT 360-degree feedback,"'For Exercises run as TLPT under DORA (Regulation (EU) 2022/2554, Articles 26-27) or under TIBER-EU, this corresponds to the regulator-mandated 360-degree feedback session, and additional attestation artefacts are required (replay walkthrough, test report with MITRE ATT&CK coverage, joint attestation signed by RT Provider, TI Provider, Control Team and the financial entity).'",Tier 1.1 (Purple Teaming) is implemented and the SOP now flags TLPT-specific requirements — a meaningful improvement on prior version.,"PTES:PTES Reporting; TIBER-EU:TIBER-EU v2 — Closure: 360-degree feedback, attestation; DORA-TLPT:Regulation (EU) 2022/2554 Art.26-27 + RTS on TLPT — closure artefacts (verify against live text)",Keep close-out section cross-referenced with Purple_Teaming_Process_v0.1 and the regulator wording on each revision.,S,Red team lead,high,tiber-dora-regulatory-mapping
lifecycle-purpleteam-001,engagement-lifecycle-review,,inputs/Engagements/3. Purple Teaming/docs/Purple_Teaming_Process_v0.1.docx,cross-cutting,engagement-sop,overall,informational,improvement-opportunity,Strong v0.1 skeleton — close-out is now the team's documented joint output for every engagement,"'Every engagement carried out by the Red Team (Threat Scenarios, Operations, Exercises, and Physical & Social) concludes with a purple-teaming close-out alongside the Blue Team. The close-out is mandatory and is itself the output of every engagement...'",Treat as v0.1 — solid foundation; address open spots before promoting to v1.0.,"PTES:PTES Reporting / post-engagement actions; TIBER-EU:TIBER-EU v2 §Closure — replay, 360-degree feedback",Continue to v1.0 with the gaps below resolved.,S,Red team lead,high,purple-team-closeout-residuals
tdora-purpleteam-003,tiber-dora-alignment,,inputs/Engagements/3. Purple Teaming/docs/Purple_Teaming_Process_v0.1.docx,cross-cutting,engagement-sop,Engagement Type-Specifi notes / Operations/Exercises,informational,improvement-opportunity,Could add a TLPT engagement-type-specific note (replay-walkthrough emphasis),"Section currently has subsections for Operations/Exercises, Threat Scenarios, and Physical & Social — but no dedicated subsection for TLPT mode (which has stricter replay / attestation expectations).",An explicit 'TLPT' subsection helps separate internal-mode from regulator-facing mode.,"TIBER-EU:TIBER-EU v2 §Closure — Replay, 360-degree feedback","Add a 'TLPT' subsection covering replay walkthrough, ATT&CK-mapped test report, and joint attestation signatories.",S,Red team lead / Legal-Risk,low,tiber-dora-regulatory-mapping
lifecycle-physoc-001,engagement-lifecycle-review,,inputs/Engagements/4. Physical & Social/docs/PhysicalSocial_Process_v1.3.docx,cross-cutting,engagement-sop,Closure / Purple Team Close-Out,informational,improvement-opportunity,Purple Team close-out now mandatory for Physical Pentest — broadened to Physical Security/Facilities,"'Every Physical Pentest concludes with a mandatory purple-teaming close-out workshop with the Blue Team, broadened to include Physical Security and Facilities.'",Tier 1.1 (Purple Teaming) is implemented for the Physical Pentest pathway. Close-out tailoring against badge logs / CCTV / intruder-detection alarms is well thought-out.,PTES:PTES Reporting; OSSTMM:OSSTMM §Physical Security — post-test review,Keep close-out section pinned to Purple_Teaming_Process_v0.1 (or current) at every revision.,S,Red team lead,high,purple-team-closeout-residuals
tdora-physoc-001,tiber-dora-alignment,,inputs/Engagements/4. Physical & Social/docs/PhysicalSocial_Process_v1.3.docx,cross-cutting,engagement-sop,overall,informational,improvement-opportunity,Physical & Social SOP correctly does not claim TLPT alignment,"Doc never uses 'TIBER', 'TLPT', 'DORA', 'control team', 'attestation', 'lead overseer'. Physical & Social engagement is positioned as either standalone or supporting an Exercise/Operation, not as a TLPT.","Physical & Social engagements are a valid component of a TLPT (cyber + physical scope), but a standalone physical pentest is not itself TLPT — this positioning is correct.",TIBER-EU:TIBER-EU v2 — physical scope as part of an Exercise; DORA-TLPT:DORA Art.26 (general) — TLPT scope (cyber + physical critical functions),"When a Physical Pentest is run as a leg of a TLPT Exercise, ensure attendance of the Control Team and signoff from the TIBER Cyber Team / lead overseer; current SOP does not address this nesting. Consider adding a one-line note.",S,Red team lead / Legal-Risk,low,tiber-dora-regulatory-mapping
lifecycle-physocq-001,engagement-lifecycle-review,,inputs/Engagements/4. Physical & Social/docs/PhysicalSocial_Questionnaire_Process_v1.2.docx,cross-cutting,engagement-sop,overall,informational,improvement-opportunity,Doc is a Questionnaire scoring / scheduling SOP — limited overlap with engagement lifecycle template,"Doc covers periodicity (12 / 36 months by criticality), Vulnerability Score, Controls Coverage and Maturity calculations, plus per-control guidance. There is no Planning / Execution / Closure phase structure.","Lifecycle review applies to engagement SOPs that drive a test; this doc drives a scoring instrument. Lifecycle findings here will be limited to where the questionnaire process touches engagement lifecycle (frequency triggers Physical Pentest, results feed criticality).",OSSTMM:OSSTMM §Physical Security — assessment cadence,Continue to treat this as a scoring/scheduling instrument. Cross-link with PhysicalSocial_Process v1.3 explicitly so the maturity threshold that triggers a Pentest is visible from both docs.,S,Red team lead,high,physical-scope-completeness
tdora-physocq-001,tiber-dora-alignment,,inputs/Engagements/4. Physical & Social/docs/PhysicalSocial_Questionnaire_Process_v1.2.docx,cross-cutting,engagement-sop,overall,informational,improvement-opportunity,"Questionnaire is an assessment instrument, not a TLPT artefact — out of TLPT scope","Doc is a scored questionnaire driving cadence and triggering Physical Pentests for high-maturity locations. Never claims TLPT, never references DORA / TIBER-EU.","Correctly out of TLPT scope. Could be cited as DORA 'basic operational resilience testing' evidence (Chapter IV) for physical-security maturity tracking, but is not TLPT itself.",DORA:DORA Chapter IV — basic digital operational resilience testing (general),Optionally add a one-line statement: 'This Questionnaire feeds the Euronext physical-security maturity baseline and contributes to DORA basic operational-resilience-testing evidence for physical critical functions; it is not a TLPT instrument.' Verify against live DORA text.,S,Legal-Risk,low,tiber-dora-regulatory-mapping
lifecycle-bh-001,engagement-lifecycle-review,,inputs/Methodology/docs/BloodHoundEnterprise_Process_v0.5.docx,cross-cutting,methodology,overall,informational,improvement-opportunity,"Doc is a tooling-process, not an engagement SOP — engagement-lifecycle template applies only to its hand-off touchpoints","Doc covers System Requirements, Installation, Configuration, Data Collection, Data Analysis, Remediation, Access Management and Best Practices for BloodHound Enterprise. There are no Planning / Execution / Closure phases.","Treat as a tooling process. Lifecycle findings are limited to where BloodHound output feeds engagements (Operations Research & Preparation, attack-path register), and to the tool's safety controls (no User-account password changes; SOC pre-notification of collection).",MITRE-ATTACK:ATT&CK T1078 / T1087 / T1069 — BloodHound enumeration coverage; PTES:PTES Pre-engagement — tool-usage rules,Keep as a tooling-process doc; ensure cross-references from Operations_Process and Exercises_Process to this doc remain pinned at version.,S,Red team lead,high,naming-acronym-drift
lifecycle-bh-004,engagement-lifecycle-review,,inputs/Methodology/docs/BloodHoundEnterprise_Process_v0.5.docx,cross-cutting,methodology,Best Practices,informational,improvement-opportunity,Safety rules ('no ForceChangePassword on user accounts') are good — consider promoting to a methodology-level forbidden-attacks list,'no action should be taken on a User account without the user's acknowledgement and written permission... ForceChangePassword Edge effectively changes the password of the target account...',This is consistent with RedTeam_Methodology v0.8 §Forbidden Attacks. Cross-reference explicitly so the same rule does not drift across docs.,OTHER:RedTeam_Methodology v0.8 §Forbidden Attacks,Add a sentence: 'See RedTeam_Methodology v0.8 §Forbidden Attacks for the team-wide list of prohibited actions.',S,Red team lead,high,naming-acronym-drift
tdora-bh-001,tiber-dora-alignment,,inputs/Methodology/docs/BloodHoundEnterprise_Process_v0.5.docx,cross-cutting,methodology,overall,informational,improvement-opportunity,Tooling SOP — does not claim TLPT alignment; reduced TLPT review applies,"Doc never references TIBER-EU, TLPT, DORA, control team or attestation. Scope is BloodHound Enterprise installation, configuration and analysis.",Tooling docs are not TLPT instruments. The relevant DORA / TIBER concern is whether BloodHound's continuous collection is treated as in-scope of testing-risk-management — see finding -002.,MITRE-ATTACK:ATT&CK Reconnaissance / Discovery — BloodHound enumeration coverage,Hold.,S,Red team lead,medium,tiber-dora-regulatory-mapping
lifecycle-rtmeth-001,engagement-lifecycle-review,,inputs/Methodology/docs/RedTeam_Methodology_v0.8.docx,cross-cutting,methodology,Introduction,informational,improvement-opportunity,"Five engagement types now enumerated, including Purple Teaming and Physical & Social","'For the Red Team, there are five types of engagements: Red Team Threat Scenarios, Red Team Operations, Red Team Exercises, Purple Team Exercises, Physical & Social Engineering Engagements.'",Tier 1 work (Purple Teaming + cross-references) is reflected here. Each engagement type cross-references the right SOP.,PTES:PTES Pre-engagement Interactions,Hold — keep cross-references pinned at version on each SOP revision.,S,Red team lead,high,purple-team-closeout-residuals
lifecycle-rtmeth-002,engagement-lifecycle-review,,inputs/Methodology/docs/RedTeam_Methodology_v0.8.docx,cross-cutting,methodology,Codename,informational,improvement-opportunity,Codename convention now codified at methodology level,"'Every engagement gets a unique codename. For Operations and Exercises the codename must follow the team theme: known fictional/historical characters (movies, TV, books). Threat Scenarios should also receive a codename but the theme constraint does not apply...'",Matches schemas/engagement-types.md and the engagement SOPs — consistent at corpus level.,OTHER:schemas/engagement-types.md §Codename convention,Hold.,S,Red team lead,high,naming-acronym-drift
lifecycle-research-001,engagement-lifecycle-review,,inputs/Methodology/docs/Research_Methodology_v0.6.docx,cross-cutting,methodology,overall,informational,improvement-opportunity,Research methodology is well-structured (Intake / Repository / Deep Dive / Capability Dev / Engagement / Feedback),"Process Overview lists Research Intake, Red Team Research Repository, Deep Dive Research, Capability Development, Red Team Engagements, Feedback & Purple Teaming — with explicit AI-vs-human boundaries.",Lifecycle review applies to research processes through their handoffs to engagements. Strong structural state.,PTES:PTES Intelligence Gathering / Capability Development,Hold.,S,Red team lead,high,general-process-quality
